Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Cultivar,dev_stage,Collection_Date,AGE,isolate,Ecotype,treatment,replicate,source_name,HOST,collected_by,isolation_source,GEO_Accession (exp),sample_type,lat_lon,strain,BIOMATERIAL_PROVIDER,id,BREED,genotype,sex,disease_stage,disease,infected_with,treatment_time,tree_number,Developmental_stage,temp,env_broad_scale,env_local_scale,env_medium,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,INSDC_status,Sample_name,Submitter_Id,host_tissue_sampled,infection,Development_stage,lab_host,PHENOTYPE,Month,Scientific_Name,ENA_first_public,common_name,cell_type,Host_disease,external_id,INSDC_first_public,INSDC_last_update,population,altitude,replicates,samp_size,isol_growth_condt,geographic_location_(country_and/or_sea),Note,height_or_length,Biological_Replicate,Host_age,sequencer,tissue_type,host_sex,host_subject_id,species_in_sample,sub_species,rootstock,samp_vol_we_dna_ext,scion,collection_method,host_common_name,host_dry_mass,host_genotype,host_height,host_length,host_life_stage,host_phenotype,host_subspecf_genlin,host_symbiont,host_taxid,host_tot_mass,misc_param,neg_cont_type,omics_observ_id,organism_count,oxy_stat_samp,perturbation,pos_cont_type,samp_collect_device,samp_mat_process,samp_store_dur,samp_store_loc,samp_store_temp,source_material_id,biol_stat,host_blood_press_diast,host_blood_press_syst,host_body_habitat,host_body_product,host_body_temp,host_color,Host_diet,host_family_relationship,host_growth_cond,host_last_meal,host_shape,host_substrate,rel_to_oxygen,samp_capt_status,samp_dis_stage,samp_salinity,size_frac,cell_line,geographic_location_(region_and_locality),growth_protocol,insert_size_n (exp)
SRR17045270,RNA-Seq,300,6891436200,SAMN23429690,2582681682,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235069,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,59-OE-3,SRP348043,2021-11-26T14:48:00Z,1,PRJNA783423,s59-21-3,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 3 for OE transgenic samples at 59 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045271,RNA-Seq,300,6958681500,SAMN23429689,2610742233,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235068,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,59-OE-2,SRP348043,2021-11-26T14:47:00Z,1,PRJNA783423,s59-21-2,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 2 for OE transgenic samples at 59 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045272,RNA-Seq,300,4312632900,SAMN23429688,1645839552,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235067,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,59-OE-1,SRP348043,2021-11-26T14:43:00Z,1,PRJNA783423,s59-21-1,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 1 for OE transgenic samples at 59 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045273,RNA-Seq,300,5472891000,SAMN23429687,2073724017,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235066,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,39-OE-3,SRP348043,2021-11-26T14:45:00Z,1,PRJNA783423,s39-21-3,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 3 for OE transgenic samples at 39 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045274,RNA-Seq,300,7156946700,SAMN23429669,2649254253,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235065,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,0-WT-3,SRP348043,2021-11-26T14:45:00Z,1,PRJNA783423,s0-WT-3,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 3 for WT-G1 samples at 0 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045275,RNA-Seq,300,5254498800,SAMN23429686,1991003290,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235064,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,39-OE-2,SRP348043,2021-11-26T14:43:00Z,1,PRJNA783423,s39-21-2,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 2 for OE transgenic samples at 39 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045276,RNA-Seq,300,5795304600,SAMN23429685,2193401800,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235063,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,39-OE-1,SRP348043,2021-11-26T14:45:00Z,1,PRJNA783423,s39-21-1,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 1 for OE transgenic samples at 39 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045277,RNA-Seq,300,6933035700,SAMN23429684,2591530443,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235062,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,29-OE-3,SRP348043,2021-11-26T14:52:00Z,1,PRJNA783423,s29-21-3,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 3 for OE transgenic samples at 29 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045278,RNA-Seq,300,7141958700,SAMN23429683,2662901215,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235061,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,29-OE-2,SRP348043,2021-11-26T14:47:00Z,1,PRJNA783423,s29-21-2,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 2 for OE transgenic samples at 29 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045279,RNA-Seq,300,6480168000,SAMN23429682,2481121371,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235060,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,29-OE-1,SRP348043,2021-11-26T14:43:00Z,1,PRJNA783423,s29-21-1,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 1 for OE transgenic samples at 29 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045280,RNA-Seq,300,7182639600,SAMN23429681,2766337108,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235059,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,0-OE-3,SRP348043,2021-11-26T15:02:00Z,1,PRJNA783423,s0-21-3,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 3 for OE transgenic samples at 0 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045281,RNA-Seq,300,6790170900,SAMN23429680,2512339974,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235058,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,0-OE-2,SRP348043,2021-11-26T14:45:00Z,1,PRJNA783423,s0-21-2,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 2 for OE transgenic samples at 0 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17045282,RNA-Seq,300,7271106300,SAMN23429679,2690508031,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13235057,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus unshiu,ILLUMINA,2022-12-31T00:00:00Z,0-OE-1,SRP348043,2021-11-26T14:48:00Z,1,PRJNA783423,s0-21-1,callus,China,Asia,"China: Huazhong Agricultural University\, Wuhan",Plant,Guoqing No.1 Satsuma mandarin,replicate 1 for OE transgenic samples at 0 DAI (day after somatic embryogenesis induction),,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110402,RNA-Seq,300,6872574300,SAMN23576632,2098650584,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297702,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH4.8+Cu-1,SRP349066,2021-12-03T06:23:00Z,1,PRJNA785772,P4.8CL-1,leave,China,Asia,China,Plant,,,,17 weeks,pH4.8+Cu-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110403,RNA-Seq,300,6730281000,SAMN23576631,2054287250,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297701,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH3+Cu-3,SRP349066,2021-12-03T06:21:00Z,1,PRJNA785772,P3CL-3,leave,China,Asia,China,Plant,,,,17 weeks,pH3+Cu-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110404,RNA-Seq,300,6834639300,SAMN23576630,2083391254,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297700,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH3+Cu-2,SRP349066,2021-12-03T06:21:00Z,1,PRJNA785772,P3CL-2,leave,China,Asia,China,Plant,,,,17 weeks,pH3+Cu-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110405,RNA-Seq,300,6836248500,SAMN23576629,2078288430,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297699,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH3+Cu-1,SRP349066,2021-12-03T06:22:00Z,1,PRJNA785772,P3CL-1,leave,China,Asia,China,Plant,,,,17 weeks,pH3+Cu-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110406,RNA-Seq,300,6598374600,SAMN23576628,2017296766,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297698,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH4.8-3,SRP349066,2021-12-03T06:24:00Z,1,PRJNA785772,P4.8L-3,leave,China,Asia,China,Plant,,,,17 weeks,pH4.8-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110407,RNA-Seq,300,6502178100,SAMN23576627,1969896962,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297697,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH4.8-2,SRP349066,2021-12-03T06:25:00Z,1,PRJNA785772,P4.8L-2,leave,China,Asia,China,Plant,,,,17 weeks,pH4.8-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110408,RNA-Seq,300,6673189200,SAMN23576626,1987366425,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297696,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH4.8-1,SRP349066,2021-12-03T06:24:00Z,1,PRJNA785772,P4.8L-1,leave,China,Asia,China,Plant,,,,17 weeks,pH4.8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110409,RNA-Seq,300,6767992500,SAMN23576625,2080061620,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297695,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH3-3,SRP349066,2021-12-03T06:24:00Z,1,PRJNA785772,P3L-3,leave,China,Asia,China,Plant,,,,17 weeks,pH3-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110410,RNA-Seq,300,6476047200,SAMN23576634,1916340881,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297694,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH4.8+Cu-3,SRP349066,2021-12-03T06:38:00Z,1,PRJNA785772,P4.8CL-3,leave,China,Asia,China,Plant,,,,17 weeks,pH4.8+Cu-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110411,RNA-Seq,300,6973696800,SAMN23576633,2068388436,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297693,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH4.8+Cu-2,SRP349066,2021-12-03T06:26:00Z,1,PRJNA785772,P4.8CL-2,leave,China,Asia,China,Plant,,,,17 weeks,pH4.8+Cu-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110412,RNA-Seq,300,6953407800,SAMN23576624,2077839160,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297692,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH3-2,SRP349066,2021-12-03T06:24:00Z,1,PRJNA785772,P3L-2,leave,China,Asia,China,Plant,,,,17 weeks,pH3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17110413,RNA-Seq,300,6566094900,SAMN23576623,1962805061,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13297691,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Citrus,ILLUMINA,2021-12-03T00:00:00Z,pH3-1,SRP349066,2021-12-03T06:22:00Z,1,PRJNA785772,P3L-1,leave,China,Asia,China,Plant,,,,17 weeks,pH3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658352,RNA-Seq,300,10185610500,SAMN10995433,3443669975,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456070,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_YX_2,SRP187337,2019-03-02T19:49:00Z,1,PRJNA524036,Pc_YX_2,whole body,China,Asia,China:Yunnan,Invertebrate,,,2018-06-28,,Yunnan,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658353,RNA-Seq,300,7812093900,SAMN10995431,2485282519,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456069,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_YX_1,SRP187337,2019-03-02T19:45:00Z,1,PRJNA524036,Pc_YX_1,whole body,China,Asia,China:Yunnan,Invertebrate,,,2018-06-28,,Yunnan,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658354,RNA-Seq,300,9492265500,SAMN10995430,3191037624,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456068,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_NN_3,SRP187337,2019-03-02T19:49:00Z,1,PRJNA524036,Pc_NN_3,whole body,China,Asia,China:Guangxi,Invertebrate,,,2018-06-28,,Guangxi,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658355,RNA-Seq,300,9473686800,SAMN10995428,3169756412,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456067,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_NN_2,SRP187337,2019-03-02T19:46:00Z,1,PRJNA524036,Pc_NN_2,whole body,China,Asia,China:Guangxi,Invertebrate,,,2018-06-28,,Guangxi,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658356,RNA-Seq,300,9790614900,SAMN10995422,3276400349,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456066,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_NN_1,SRP187337,2019-03-02T19:48:00Z,1,PRJNA524036,Pc_NN_1,whole body,China,Asia,China:Guangxi,Invertebrate,,,2018-06-28,,Guangxi,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658357,RNA-Seq,300,9059532000,SAMN10995425,3003242607,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456065,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_sus_3,SRP187337,2019-03-02T19:46:00Z,1,PRJNA524036,Pc_SUS_3,whole body,China,Asia,China:Chongqing,Invertebrate,,,2018-06-28,,Chongqing,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8658358,RNA-Seq,300,8751395400,SAMN10995424,2912331205,SOUTHWEST UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5456064,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Panonychus citri,ILLUMINA,2019-09-04T00:00:00Z,Pc_sus_2,SRP187337,2019-03-02T19:47:00Z,1,PRJNA524036,Pc_SUS_2,whole body,China,Asia,China:Chongqing,Invertebrate,,,2018-06-28,,Chongqing,,,,,citrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
