Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Library Name,create_date,version,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Collection_Date,lat_lon,HOST,isolation_source,Cultivar,tissue,isolate,env_broad_scale,env_local_scale,dev_stage,source_material_id,sugarcane_variety,AGE,isol_growth_condt,env_medium,env_material,treatment,Depth,elev,samp_size,Ecotype,samp_mat_process,run_id (run),nominal_length (run),samp_collect_device,Soil_Type,collection_method,sieving,store_cond,annual_precpt,annual_temp,core,cur_land_use,cur_vegetation,drainage_class,fao_class,Fwd_Primer_Barcode,local_class_meth,local_class,nucl_acid_ext,pcr_cond,plot,rel_to_oxygen,Rev_Primer_Barcode,samp_vol_we_dna_ext,seq_meth,Site,size_frac,soil_fraction,target_gene,target_subfragment,tot_nitro,tot_org_carb,PH,soil_type_meth,ph_meth,pool_dna_extracts,Soil_horizon,soil_text_measure,tot_n_meth,tot_nitro_cont_meth,tot_org_c_meth,pi_email (run),pi_name (run),pi_organization (run),broad-scale_environmental_context,environmental_medium,local_scale_environmental_context,Lat_Google_cord,Long_Google_cord,Note,previous_land_use,replicate,env_biome,env_feature,Block,CH4_yield,replicates,time,ref_biomaterial,estimated_size,num_replicons,ploidy,propagation,chem_administration,id,BIOME,chem_mutagen,feature,material,Sample_Number,sbb,sample_type,strain,BIOMATERIAL_PROVIDER,genotype,collected_by,collaborator_library_name (run),host_age,host_genotype,host_life_stage,temp,air_temp_regm,gaseous_environment,target_amplicon,watering_regm,bz,climate_environment,Root_Order,altitude,A1,Number,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,PMIDs,PMID_count,Primary_PMID,PMID_source
ERR4179827,WGS,200,2038727200,SAMEA6854302,952885241,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143251,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854302,ERP121905,PRJEB38470,,2020-11-06T02:51:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-05-28,SAMEA6854302,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,33828538,1,33828538.0,ncbi_direct
ERR4179830,WGS,200,1978525600,SAMEA6854303,926106192,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143254,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854303,ERP121905,PRJEB38470,,2020-11-06T02:50:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-06-18,SAMEA6854303,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,33828538,1,33828538.0,ncbi_direct
ERR4179831,WGS,200,2174932800,SAMEA6854304,1022687553,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143255,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854304,ERP121905,PRJEB38470,,2020-11-06T02:53:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-06-18,SAMEA6854304,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,,0,,none
ERR4179832,WGS,200,2008151800,SAMEA6854305,936167182,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143256,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854305,ERP121905,PRJEB38470,,2020-11-06T02:50:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-06-18,SAMEA6854305,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,33828538,1,33828538.0,ncbi_direct
ERR4179833,WGS,200,2030181600,SAMEA6854306,946165217,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143257,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854306,ERP121905,PRJEB38470,,2020-11-06T02:49:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-06-18,SAMEA6854306,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,33828538,1,33828538.0,ncbi_direct
ERR4179834,WGS,200,2397739400,SAMEA6854307,1122608254,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143258,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854307,ERP121905,PRJEB38470,,2020-11-06T02:55:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-06-18,SAMEA6854307,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,33828538,1,33828538.0,ncbi_direct
ERR4179835,WGS,200,2433437400,SAMEA6854308,1142112588,KHOIRI,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX4143259,Illumina HiSeq 1500,PAIRED,RANDOM,METAGENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-04T00:00:00Z,SAMEA6854308,ERP121905,PRJEB38470,,2020-11-06T02:55:00Z,1.0,Thailand,Asia,,,,,,,Khon Kaen 3 (KK3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,2020-06-18,SAMEA6854308,Khoiri,2020-11-03T17:08:20Z,2020-05-25T05:16:50Z,,0,,none
SRR12785344,AMPLICON,578,22933884,SAMN16383257,11970256,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254895,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS2,SRP286618,PRJNA667757,AS2,2020-10-07T08:56:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.587 N 76.011 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785355,AMPLICON,578,28203510,SAMN16383256,14682499,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254884,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS19,SRP286618,PRJNA667757,AS19,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.557 N 73.151 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785366,AMPLICON,578,21711414,SAMN16383255,11339199,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254873,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS18,SRP286618,PRJNA667757,AS18,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,48.562 N 70.875 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785377,AMPLICON,578,19387854,SAMN16383254,10055343,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254862,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS17,SRP286618,PRJNA667757,AS17,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.45 N 71.107 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785381,AMPLICON,578,21814298,SAMN16383277,11445586,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254858,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS8,SRP286618,PRJNA667757,AS8,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.479 N 71.204 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785390,AMPLICON,578,29509212,SAMN16383529,15477377,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254849,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,E22,SRP286618,PRJNA667757,E22,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Ontario,Metagenome or environmental,2017,44.567 N 76.528 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785392,AMPLICON,578,8253840,SAMN16383276,4347466,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254847,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS7,SRP286618,PRJNA667757,AS7,2020-10-07T08:56:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.479 N 71.193 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785398,AMPLICON,578,26402462,SAMN16383522,13956867,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254841,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,E16,SRP286618,PRJNA667757,E16,2020-10-07T08:56:00Z,1.0,Canada,North America,Canada: Ontario,Metagenome or environmental,2017,44.574 N 76.522 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785399,AMPLICON,578,24186988,SAMN16383521,12663102,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254840,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,E15,SRP286618,PRJNA667757,E15,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Ontario,Metagenome or environmental,2017,44.56 N 76.525 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785403,AMPLICON,578,20293002,SAMN16383275,10483052,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254836,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS6,SRP286618,PRJNA667757,AS6,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.591 N 75.992 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785407,AMPLICON,578,27964796,SAMN16383514,14720236,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254832,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,D84,SRP286618,PRJNA667757,D84,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Ontario,Metagenome or environmental,2017,44.515 N 76.52 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785408,AMPLICON,578,17302430,SAMN16383513,9026456,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254831,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,D82,SRP286618,PRJNA667757,D82,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Ontario,Metagenome or environmental,2017,44.518 N 76.529 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785409,AMPLICON,578,30701048,SAMN16383512,15962572,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254830,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,D80,SRP286618,PRJNA667757,D80,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Ontario,Metagenome or environmental,2017,44.52 N 76.536 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785410,AMPLICON,578,23985266,SAMN16383511,12367278,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254829,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,D8,SRP286618,PRJNA667757,D8,2020-10-07T08:56:00Z,1.0,USA,North America,USA: Vermont,Metagenome or environmental,2017,44.531 N 72.868 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785414,AMPLICON,578,23845968,SAMN16383443,12455539,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254825,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,D17,SRP286618,PRJNA667757,D17,2020-10-07T08:57:00Z,1.0,USA,North America,USA: Vermont,Metagenome or environmental,2017,44.528 N 72.861 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785415,AMPLICON,578,25800186,SAMN16383442,13481265,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254824,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,D16,SRP286618,PRJNA667757,D16,2020-10-07T08:56:00Z,1.0,USA,North America,USA: Vermont,Metagenome or environmental,2017,44.527 N 72.866 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785420,AMPLICON,578,20539808,SAMN16383267,10748941,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254819,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS3,SRP286618,PRJNA667757,AS3,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.625 N 76.005 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785431,AMPLICON,578,20858864,SAMN16383266,10799306,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254808,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS29,SRP286618,PRJNA667757,AS29,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.423 N 71.131 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785442,AMPLICON,578,11818366,SAMN16383265,6172636,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254797,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS28,SRP286618,PRJNA667757,AS28,2020-10-07T08:56:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,47.175 N 71.373 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785468,AMPLICON,578,21282538,SAMN16383253,11292929,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254771,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS16,SRP286618,PRJNA667757,AS16,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.561 N 73.162 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785479,AMPLICON,578,23648870,SAMN16383252,12380511,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254760,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS15,SRP286618,PRJNA667757,AS15,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.434 N 71.132 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785489,AMPLICON,578,20233468,SAMN16383278,10562301,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254750,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS9,SRP286618,PRJNA667757,AS9,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.598 N 76.068 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785490,AMPLICON,578,5586948,SAMN16383251,2994089,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254749,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS14,SRP286618,PRJNA667757,AS14,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.45 N 71.113 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785494,AMPLICON,578,9878598,SAMN16383274,5198702,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254745,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS5,SRP286618,PRJNA667757,AS5,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,45.555 N 73.135 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR12785505,AMPLICON,578,17507620,SAMN16383273,9127692,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9254734,Illumina MiSeq,PAIRED,PCR,GENOMIC,phyllosphere metagenome,ILLUMINA,2020-11-01T00:00:00Z,AS4,SRP286618,PRJNA667757,AS4,2020-10-07T08:57:00Z,1.0,Canada,North America,Canada: Quebec,Metagenome or environmental,2017,48.61 N 70.926 W,Acer saccharum,Epiphytic phyllosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
